course_id,subject,course_number,title,description,requirements,academic_career,department
107785,ETHSTD,197,Field Study in Ethnic Studies,Supervised fieldwork experience with campus and community organizations related to the vision and mission of Ethnic Studies. This University organized and supervised field program is an opportunity for students to think critically about the work of engaged scholarship through their participation a variety of community-based activities and events. Students will be required to meet regularly with a faculty sponsor and submit a final project.,Consent of instructor. ,UGRD,Ethnic Studies
163996,ETHSTD,197A,"Love, Study, Struggle: An Ethnic Studies Community Grounded Learning Lab",This seminar provides students a space to critically reflect on their community field study work as ethnic studies scholars.,,UGRD,Ethnic Studies
107787,ETHSTD,198BC,Berkeley Connect,"Berkeley Connect is a mentoring program, offered through various academic departments, that helps students build intellectual community. Over the course of a semester, enrolled students participate in regular small-group discussions facilitated by a graduate student mentor (following a faculty-directed curriculum), meet with their graduate student mentor for one-on-one academic advising, attend lectures and panel discussions featuring department faculty and alumni, and go on field trips to campus resources. Students are not required to be declared majors in order to participate.",,UGRD,Ethnic Studies
107792,ETHSTD,21AC,A Comparative Survey of Racial and Ethnic Groups in the U.S,"This survey course will examine the historical experiences of European immigrants, African Americans, and Latinos, emphasizing the themes of migration and economic change since the late 19th century. Though the class will focus on the three groups, the course will also address salient features of the experiences of Asian Americans, Native Americans, and recently arrived immigrants in light of the themes of the course. Intragroup differences such as class and gender will be discussed.",,UGRD,Ethnic Studies
161973,ETHSTD,22AC,An Introduction to Abolition Pedagogy and Practice,"We begin by asking why this course should exist in the university, what purpose it can serve, and how we might learn from past movements that have repurposed the university for their activist goals, or in the words of ‘Moten and Harney, “build fugitive study to contend and contest the capture of our intellectual lives”. We then build our analytical foundations of the ‘carceral core’, focusing on the logics which provide the political, socio-economic and philosophical roots of the carceral state. ",,UGRD,Ethnic Studies
107793,ETHSTD,24,Freshman Seminar,"The Freshman Seminar Program has been designed to provide new students with the opportunity to explore an intellectual topic with a faculty member in a small-seminar setting. Freshman seminars are offered in all campus departments, and topics vary from department to department and semester to semester. Enrollment iimited to 15 freshmen.",,UGRD,Ethnic Studies
107825,ETHSTD,97,Field Study in Communities of Color,Supervised community field study.,Consent of instructor. Open to freshmen and sophomores only. ,UGRD,Ethnic Studies
107827,ETHSTD,98BC,Berkeley Connect,"Berkeley Connect is a mentoring program, offered through various academic departments, that helps students build intellectual community. Over the course of a semester, enrolled students participate in regular small-group discussions facilitated by a graduate student mentor (following a faculty-directed curriculum), meet with their graduate student mentor for one-on-one academic advising, attend lectures and panel discussions featuring department faculty and alumni, and go on field trips to campus resources. Students are not required to be declared majors in order to participate.",,UGRD,Ethnic Studies
161517,ETHSTD,C199C,Berkeley Changemaker: Labor Research for Action and Policy (L-RAP),"This practicum is an applied research training course that accompanies PUBPOL 160AC Work, Justice, and the Labor Movement and connects the Berkeley Changemaker L&S 12 to the discipline of public policy. It is designed to provide a robust training in research methods and community engagement with worker organizations to inform policies for a fair, inclusive, and democratic society. The practicum integrates elements of quantitative and qualitative research methods in a semester-long service-learning project in partnership with a worker organization. Students will work in teams to collect and analyze data thematically, and learn to use digital tools to disseminate the research findings to various audiences.","Co-enrollment in PUB POL 160AC, ETH STD 160AC, or SOCIOL 116AC.",UGRD,Ethnic Studies
124135,NATAMST,C73AC,Indigenous Peoples in Global Inequality,"This course examines the history of indigenous, aboriginal, native, or ""tribal"" peoples over the last five centuries. Particular attention is paid to how these groups were brought into relations with an expanding Europe, capitalist development, and modern nation-states. How have these peoples survived, what are the contemporary challenges they face, and what resources and allies have they drawn on in the present?",,UGRD,Ethnic Studies
108008,FILIPN,100A,Intermediate Filipino,"The goal of this course is to enable students to increase their proficiency in Filipino to at least the intermediate-high level of the national ACTFL Proficiency Guidelines. While speaking and listening comprehension will be stressed, training in reading and writing Filipino will be an integral part of instruction. Films and video/audio materials will supplement written texts. ",1A-1B. ,UGRD,South & SE Asian Studies
108010,FILIPN,101A,Advanced Filipino,"Students read and discuss essays on language, literature, and Phillippine society, and literary texts. Topics include language and the nation; poetry and discourse; language and ideology; and ""pananalinghaga"" (tropes/metaphors) in understanding society. The students choose whether they would like to go on a creative (poetry, fiction) or a research track (essay).","100B or equivalent, or consent of instructor. ",UGRD,South & SE Asian Studies
108006,FILIPN,1A,Introductory Filipino,"A systematic introduction to the grammar, sentence patterns, and essential vocabulary of modern standard Filipino. Emphasis is placed on extensive practice in idiomatic Filipino conversation, with additional practice in reading and writing Filipino.",1A: None. 1B: 1A. ,UGRD,South & SE Asian Studies
108017,FILIPN,1X,Introductory Filipino for Heritage Learners,"This course is an elementary Filipino class designed for heritage learners, and the first course in a sequence (Filipino 1X and 1Y). Using the functional-situational approach, the course builds on students’ passive vocabulary to harness four skills:  listening, speaking, reading, and writing.  Students develop skills enabling them to:  talk/write about the self,  family, and community;  talk/write about activities and interactions such as going to the doctor or shopping; read simple texts; and write short paragraphs. ",,UGRD,South & SE Asian Studies
108018,FILIPN,1Y,Introductory Filipino for Heritage Learners,"This course is an elementary Filipino class designed for heritage learners, and the second course in a sequence (Filipino W1X and W1Y). Using the functional-situational approach, the course builds on students’ passive vocabulary to harness four skills:  listening, speaking, reading, and writing.  Students develop skills enabling them to:  talk/write about the self,  family, and community;  talk/write about activities and interactions such as going to the doctor or shopping; read simple texts; and write short paragraphs. ",Filipino 1A or W1X,UGRD,South & SE Asian Studies
158576,FILM,10,Film History & Form I,"This course will focus on the development of film art, technology, and industry in the late 19th and early 20th centuries.",,UGRD,Film and Media
158565,FILM,125,Documentary Forms,"This course will focus on topics in documentary cinema, television, video, photography, and/or new media. ",,UGRD,Film and Media
158574,FILM,135,Experimental and Alternative Media Art,"This course is a survey of the history and aesthetics of experimental and alternative media forms and practices situating them in relation to the larger art historical, social and intellectual contexts from which they arise.",,UGRD,Film and Media
158557,FILM,145,Global Media,"This course will focus on topics in national, transnational, and global cinema, television, photography, and/or new media. ",,UGRD,Film and Media
158523,FILM,155,Media Technologies,"This course will focus on the history, theory, and experience of old and new media technologies.  ",,UGRD,Film and Media
108034,FILM,170,Special Topics in Film,Selected topics in the study of film. ,Declared film major or consent of instructor. ,UGRD,Film and Media
160155,FILM,171,Special Topics in Film Genre,"The study of films as categorized either by industry-identified genres (westerns, horror films, musicals, film noir, etc.) or broader interpretive modes (melodrama, realism, fantasy, etc.).",,UGRD,Film and Media
160161,FILM,172,Auteur Theory,"The study of films from the perspective of directorial style, theme, or filmmaking career.",,UGRD,Film and Media
108041,FILM,180,Introduction to Screenwriting,"The course explores the art and craft of writing a feature-length, narrative screenplay. Participants present three story ideas to the class, develop one concept into a detailed treatment, and write the first act of the script in professional screenplay form. The focus is on rewriting, with regular presentations of outlines and scripts to fellow writers. The emphasis is on story structure, character development, and screenplay form. ",Consent of instructor. ,UGRD,Film and Media
157560,FILM,182,TV Writing,"This course explores the art and craft of creating, developing and writing both a spec script (a script written for an existing series) and a pilot script (a script based on original material). In addition, the class will study 21st century serial TV construction by analyzing anthologies, procedurals, long narratives and serial melodrama. We’ll also consider how various platforms of delivery enrich viewer engagement and can shape content.  ",Consent of instructor.,UGRD,Film and Media
108114,FILM,183,Introduction to Moving Image Production,"The objective of this class is to provide a basic technical foundation for digital media production while emphasizing the techniques and languages of creative moving image media from traditional story genres to more contemporary experimental forms. Training will move from pre-production scripting to production -- including image capture, lighting and sound recording -- to post-production with non-linear digital applications.",,UGRD,Film and Media
108046,FILM,185,Intermediate Moving Image Production,"Continues the exploration of film and media production techniques in camera, sound, lighting, and editing. Drawing on previous study of narrative, documentary, avant-garde film and video, students gain a deeper understanding of the complex relationship between the visual and aural elements of moving-image and sound through hands-on experimentation.",Film 85 or by permission of instructor,UGRD,Film and Media
161387,FILM,188,Documentary and Non-fiction Media Production,"This course focuses on practices and techniques of non-fiction film and media. The course examines important techniques of non-fiction media production, such as research and writing for non-fiction; the observational camera; filming in public; the interview; voiceover; working with archival images and other documents; as well as editing techniques.  The aim of the course is to help students find form and structure for their non-fiction materials.",,UGRD,Film and Media
108026,FILM,190,Capstone Seminar,Intensive study of topics in film and moving-image media. ,Senior standing; completion of all lower division requirements and two out of three of the upper division requirements; GPA of 3.4 or better in the major. ,UGRD,Film and Media
161581,FILM,193,Intermediate Film Writing,"This course serves to instruct undergraduate Film & Media majors as well as students in other Humanities and Social Sciences departments in intermediate writing about moving images. Students will learn to craft sequence analyses (close readings of a single sequence), analytical essays (close readings of an entire film) and critical essays (close readings that use a piece of scholarship as critical framework or lens). Students will read texts about film writing, texts about academic writing, and film scholarship and criticism that model the forms of analysis they are learning to practice.",Completion of R1A and R1B or equivalent,UGRD,Film and Media
108053,FILM,197A,Field Study at the Pacific Film Archive,"Students will learn about film bibliography and research materials. Interns will get a thorough orientation to the Pacific Film Archive library through introductory lectures and training sessions. Then, for three hours per week, they will help organize materials for inclusion in the clippings files. Interns will gain experience in library organization and film bibliography, as well as a broad knowledge of the kinds of film reviews and criticism found in a variety of sources.",Consent of instructor; film majors only. ,UGRD,Film and Media
108060,FILM,20,Film and Media Theory,"This course is intended to introduce undergraduates to the study of a range of media, including photography, film, television, video, and print and digital media. The course will focus on questions of medium ""specificity"" or the key technological/material, formal and aesthetic features of different media and modes of address and representation that define them. Also considered is the relationship of individual media to time and space, how individual media construct their audiences or spectators, and the kinds of looking or viewing they enable or encourage. The course will discuss the ideological effects of various media, particularly around questions of racial and sexual difference, national identity, capitalism, and power.",,UGRD,Film and Media
158540,FILM,30,Film History & Form II,"This course will focus on topics in the history, theory and aesthetics of sound cinema. ",,UGRD,Film and Media
158577,FILM,35,Digital Media Studies,This course will focus on introductory topics related to the field of digital media studies. ,,UGRD,Film and Media
158567,FILM,45,Television Studies,"This course will focus on the industrial, technological, and aesthetic history of television.",,UGRD,Film and Media
108121,FILM,R1A,The Craft of Writing - Film Focus,Rhetorical approach to reading and writing argumentative discourse with a film focus. Close reading of selected texts; written themes developed from class discussion and analysis of rhetorical strategies. Satisfies the first half of the Reading and Composition requirement. ,Satisfaction of the Entry Level Writing Requirement,UGRD,Film and Media
108122,FILM,R1B,The Craft of Writing - Film Focus,"Intensive argumentative writing stimulated through selected readings, films, and class discussion. Satisfies the second half of the Reading and Composition requirement. ","Previously passed an R1A course with a letter grade of C- or better. 
Previously passed an articulated R1A course with a letter grade of C- or better. 
Score a 4 on the Advanced Placement Exam in English Literature and Composition. 
Score a 4 or 5 on the Advanced Placement Exam in English Language and Composition. 
Score of 5, 6, or 7 on the International Baccalaureate Higher Level Examination in English.",UGRD,Film and Media
108128,FINNISH,1A,Beginning Finnish,Students will develop the basic elements of communicative competence in both the spoken and written language within a cultural context.,,UGRD,Scandinavian
108264,FRENCH,1,Elementary French,"Introduction to speaking, listening, reading, and writing in French.",,UGRD,French
108267,FRENCH,102,Advanced Reading and Writing Workshop,"An exploration of the ways words and images structure thought, communication and interactions of the subject and society. Development of reading and writing skills leading to correct and effective expression in French. ","4 (taken at Berkeley) with a B- or better, or consent of instructor (may be taken concurrently with 103). ",UGRD,French
108269,FRENCH,103B,Language and Culture,Discussion and composition based on the analysis of literary and cultural texts.,102 or equivalent. ,UGRD,French
108271,FRENCH,112A,Medieval Literature,"Medieval literature from the ""Chanson de Roland"" to the ""Roman de la Rose.""",102 or equivalent. ,UGRD,French
108272,FRENCH,112B,Medieval Literature,Medieval literature from the <i>Chanson de Roland</i> to the <i> Roman de la Rose</i>.,102 or equivalent. ,UGRD,French
108279,FRENCH,117B,Seventeenth-Century Literature,"In A. Authors from the first half of the 17th century. The Baroque; its chief exponents, literary attempts to resolve the crisis in Renaissance values, formulation of new concepts in philosophy and psychology, experiments with traditional forms in poetry, fiction, and the theatre. Preciosity, Descartes, and rationalism. in B. The concept of classicism and the development of tragedy. Jansenism, the doctrine of Port-Royal. Social satire and comedy.",102 or equivalent. ,UGRD,French
108282,FRENCH,119A,Nineteenth-Century Literature,"Authors from the first half of the 19th century. Romantic poetry and drama. Balzac, Stendhal and the novel. Michelet and the emergence of history.",102 or equivalent. ,UGRD,French
108288,FRENCH,121A,"Literary Themes, Genres, and Structures","Topics vary from year to year. Past topics have included ""litterature fantastique,"" science fiction, autobiography, French lyric poetry.",102 or equivalent. ,UGRD,French
108289,FRENCH,121B,"Literary Themes, Genres, and Structures","Topics vary from year to year. Past topics have included ""litterature fantastique,"" science fiction, autobiography, French lyric poetry.",French 102 or equivalent.,UGRD,French
108300,FRENCH,13,Intermediate Conversation,Intermediate French conversation. May not be repeated for credit.,2 or consent of Director of Lower Division. ,UGRD,French
108309,FRENCH,137,French for Professions,"Introduction to the French vocabulary and syntax specific to fields (i.e., economics, politics, and business) and industries. Oral and written comprehension, written compositions (including correspondence), translations, training in oral expression. Conducted entirely in French. ",102 or equivalent. ,UGRD,French
108311,FRENCH,139,Creative Writing in French,"Develops students' creative writing skills in French through analysis and discussion of techniques, experimentation with those techniques, and production of various literary genres. Enables students to explore the new possibilities for creativity and self-expression that are presented by writing in a foreign language. Weekly writing assignments using a process-based approach, including peer response, group work, and classroom collaboration. Discussion of literary texts to be read outside class, and weekly time spent on writing laboratory. Students will produce four polished pieces of creative writing. Content will vary from year to year.",102 or equivalent. ,UGRD,French
108315,FRENCH,140B,French Literature in English Translation,Major texts of French literature of the &lt;i&gt;Ancien Regime&lt;/i&gt;. Readings and writing assignments in English for non-majors; in French for French majors and minors. Class discussions in English.,,UGRD,French
108318,FRENCH,141,French Studies in International Context,"An examination of a theme, issue, or concept from French literary, intellectual, or cultural history in its interrelation with non-French texts and contexts. Writing assignments and readings in English for nonmajors; writing assignments and French readings in French for French majors and minors. Class discussions in English. Topics vary from year to year. ",,UGRD,French
108319,FRENCH,142AC,The Cultures of Franco-America,"Literary and cultural texts that emerge out of the long history of the French in North America and of Americans in France. Topics may vary from semester to semester, but the course will always take substantial account of the experiences and histories of representations of different ethnic groups. Students should consult the department's course bulletin well before the beginning of the semester for details.",,UGRD,French
108324,FRENCH,146A,Introduction to French Linguistics,"An introduction to the major branches of linguistic analysis (phonology, morphology--including word formation--syntax, and semantics) as applied to the French language.",102 or equivalent. ,UGRD,French
108330,FRENCH,150B,Women in French Literature,A study of the portrayal of women in French literature and of the contributions of women to French literature and thought.,102 or equivalent. ,UGRD,French
108332,FRENCH,151A,Francophone Literature,"A study of Francophone literature: traditional and French influences, structure, relationship between language and message.",102 or equivalent. ,UGRD,French
108337,FRENCH,161A,A Year in French History,"The study of a year in French history from many points of view--political, sociological, intellectual, and artistic, as well as literary.",102 or equivalent. ,UGRD,French
108344,FRENCH,171B,A Concept in French Cultural History,"An examination of certain large cultural concepts, such as ""the Baroque"" or ""Romanticism,"" in French cultural history. Topics vary from year to year.",102 or equivalent. ,UGRD,French
108347,FRENCH,173,Linguistics and Literature,The impact of linguistics on the theory of literature and the practice of literary criticism in recent years. ,102 or equivalent; 146 or equivalent; or consent of instructor. ,UGRD,French
108350,FRENCH,175A,Literature and the Visual Arts,"Using various works from the arts and the human sciences, this course will investigate the relations between images and written texts.",102 or equivalent. ,UGRD,French
108357,FRENCH,178A,Studies in French Film,Topics vary from year to year.,102 or equivalent; 170 or equivalent. ,UGRD,French
108363,FRENCH,183A,Configurations of Crisis,"A study of the pressures on artistic, political, and economic structures at moments of crisis in French history. Problems of continuity and discontinuity in esthetic and social history.",102 or equivalent. ,UGRD,French
108367,FRENCH,185,Literature and Colonialism,"Studies in the literature developed in France at the height of the colonial era. The themes of travel, &lt;i&gt;exotisme&lt;/i&gt;, neo-civilisation, the reaction of European countries to the discovery of Africa.",102 or equivalent. ,UGRD,French
108370,FRENCH,2,Elementary French,"Introduction to speaking, listening, reading, and writing in French. Continuation of French 1.",1 or equivalent. ,UGRD,French
108426,FRENCH,3,Intermediate French,"Building on foundation established in first year, trains students in listening, reading, writing, and speaking French. Review and refinement of grammar. ",2 or equivalent. ,UGRD,French
108465,FRENCH,4,Advanced Intermediate French,"Advanced training in listening, reading, writing, and speaking French. Review and refinement of grammar.",3 or equivalent. ,UGRD,French
108469,FRENCH,43A,Aspects of French Culture,Various historical and aesthetic themes and problems in the development of French civilization. In English.,,UGRD,French
162784,FRENCH,48,Introduction to Translation Studies,An introduction to translation studies and the role translation plays in a multilingual world. Class discussions in English. No knowledge of French required.,,UGRD,French
158117,FRENCH,80,The Cultural History of Paris,"An in-depth “forensic” exploration of the urban artifact that is Paris through the study of a variety of texts, films, paintings, engravings, and maps. The course will explore competing ambitions, economic pressures, and ideologies that have, over centuries, produced one of the most visited cities in the world.",,UGRD,French
108477,FRENCH,H195A,Honors Sequence,Students will write an essay on a topic relating to French literature or culture under the supervision of a member of the faculty during two semesters of their senior year.,"Open to seniors majoring in French who meet the GPA requirements, with the consent of major adviser. ",UGRD,French
108478,FRENCH,H195B,Honors Sequence,Students will write an essay on a topic relating to French literature or culture under the supervision of a member of the faculty during two semesters of their senior year.,"Open to seniors majoring in French who meet the GPA requirements, with the consent of major adviser. ",UGRD,French
108485,FRENCH,R1B,English Composition in Connection with the Reading of Literature,"This course is designed to fulfill the second half of the Reading and Composition requirement. The primary goal of this course is to develop students' reading and writing skills; a series of assignments will allow them to formulate observations made in class discussions into coherent argumentative essays. Emphasis will be placed on the refinement of effective sentence, paragraph, and thesis formation, keeping in mind the notion of writing as a process. Other goals in this course are a familiarization with French literature and the specific questions that are relevant to this field. In addition, students will be introduced to different methods of literary and linguistic analysis in their nonliterary readings. ",,UGRD,French
157873,GEOG,10AC,"Worldings: Regions, Peoples and States","Geography is a way of thinking deeply and expansively about our place in the world and this course is designed to transform how you think about America though understanding its place within a global context. Through concepts central to the field of geography such as space, nature, empire and globalization we will explore the issues of race, culture, ethnicity that pepper the pages of newspapers almost every day in stories of immigration, police violence, global warming, ethnic cleansing, and terrorism.  We explore these issues in a way that will change how you understand both America and the world. ",,UGRD,Geography
166432,GEOG,115,How Modernization and Colonialism Shaped Israel/Palestine,"This course uses the paradigms of modernization and colonialism to examine the dramatic spatial transformation of Israel/Palestine since the end of the Ottoman Empire. It explores British and Ottoman perceptions, the rise of Zionist colonization, and the establishment of the State of Israel to understand their impact on modern urban and rural spaces. Topics include the contested lasting effect of the Biblical gaze, town planning and architecture as colonial tools, urban heritage and its decolonization, and the ongoing displacement of Palestinian and other communities. It is ideal for students in geography, sociology, political science, and design and those interested in Jewish, Israeli and Middle Eastern studies.",,UGRD,Geography
167459,GEOG,117,Writing the World,"This course delves into written narratives that reflect and engage with diverse worldviews. Students will engage in close readings of texts from various cultures and regions, examining how writers navigate language, identity, and power. The course will use discussions, writing workshops, and collaborative projects, to refine critical thinking, research skills, and written expression. Topics in the course will include: • Cultural Perspectives in Literature: Analyzing how cultural backgrounds shape narrative styles, themes, and characters in literature from around the world. • Writing Across Borders: Exploring border narratives. • Translation: Examining the complexities of translating literary works across languages. ",,UGRD,Geography
163289,GEOG,127,Geographic Film Production,"What makes a film geographical? How can we explore humans’ relationships to their environment through sound and image? How might we make nonfiction films which foreground place and give it actual agency and voice? How can we use documentary film practices to depict place, culture, society, gesture, movement, rhythm and ﬂow in new and exciting ways? This is a production workshop where each student will conceptualize, shoot, and edit one short documentary film project that centralizes some aspect/s of geographic thought. This course is geared towards first time filmmakers. All film projects must fit the theme designated by the instructor, per term.",,UGRD,Geography
108587,GEOG,138,Global Environmental Politics,"The course focuses on the political, economic, social, and cultural factors shaping the relationships between societies and the environment in different global contexts. Topics include land tenancy and land use change, resource extraction, agro-industrial development, environmental justice, water politics, militarism, and the politics of alternatives and solutions to environmental crises.",,UGRD,Geography
108591,GEOG,140B,Physiography and Geomorphologic Extremes,"In this course we review the physical landscapes and surface processes in extreme environments: hot arid regions, glacial and periglacial landscapes, and karst terrane. Using this knowledge, plus an understanding of tectonics and temperate watersheds (gained from prerequisite courses), we explore how unique combinations of geomorphic processes acting on tectonic and structural provinces have created the spectacular and diverse landscapes of North America. Regions to be explored include the Colorado Plateau, Sierra Nevada, North Cascades, Northern and Southern Rockies, Great Plains, Appalachian Highlands, and Mississippi Delta.","140A (formerly 140), or Geology 117, or equivalent. ",UGRD,Geography
108593,GEOG,142,Global Climate Variability and Change,"The course presents a conceptual basis for understanding of the workings of the global climate system, and how they conspire to bring about change. The goal is to give the student a climate dynamics basis for understanding global climate change.  Covered topics include observations of the climate system; the earth's energy balance; atmospheric radiative transfer; atmospheric circulation; the role of the ocean and the cryosphere; climate variability on various timescales; climate feedbacks and climate change.","Concepts in physics are used in the text, so knowledge at the level of first course in undergraduate physics is recommended; you should have at least taken physics at high school level.",UGRD,Geography
167958,GEOG,169,Preparing for Community Engaged Research,"The first of two related courses, this course introduces students to the idea of community engaged research in general and Community Geography specifically. We first do some conceptual groundwork. What is the public? What are counterpublics? What is community? Why would we want to engage with them, who are we to do so, and how can we do so as members of UC Berkeley, among other communities? Next, we look closely at community-engaged research projects, giving special attention to the methods employed and the forms of research produced. This section of the course is not comprehensive; it examines a few methods, approaches, and projects community-engaged researchers can pursue in the hopes of inspiring future student projects.",,UGRD,Geography
108621,GEOG,170,Special Topics in Geography,This course is designed to provide a vehicle for instructors to address a topic with which they are especially concerned; usually more restricted than the subject matter of a regular lecture course. Topics will vary with instructor. See departmental announcements.,,UGRD,Geography
167956,GEOG,174,Ecological Marxisms,"This course explores the writings of Karl Marx, some of his critics, and some contemporary thinkers influenced by his critical project, with the goal of understanding whether or not Marxism and ecology are compatible. After reading relevant parts of Marx’s writings, we turn to environmentalist thinkers who saw in Marx an inherent commitment to industrialization, which they understood to be necessarily antithetical to the natural world. Finally, we turn to contemporary eco-Marxists who return to Marx in light of climate change and other pressing environmental issues.",,UGRD,Geography
164835,GEOG,178,Racial Ecologies,"This course will introduce the ways race and racism are relevant to ecological processes and management through topics that broadly span both environmental and climate justice, while also exploring how we can understand non-dominant ways of knowing and relating to the environment, particularly focusing on Black and Indigenous ecologies and ecological relationships. In this course, students will learn the interconnections between ecological processes and the complexities that shape our social world. Students will learn how to apply a racial ecologies lens to the world around them. We will examine traditional and emerging directions in the fields of Political Ecology, Environmental and Climate Justice, Geographies of
race, and more.",,UGRD,Geography
108634,GEOG,181,Urban Field Study,"In this course, we will critically “read"" urban landscapes in the Bay Area. Walking tours, on-site lectures, individual wanderings, and archival research will explore built environments, spatial histories, and broader patterns of urbanism in Berkeley, San Francisco, Emeryville, Oakland, Pleasanton, and beyond. At every juncture, we will consider the dynamic interrelationships between built form and everyday life, becoming attuned to the power of landscape to both express and suppress identities and opportunities. We will travel by BART and on foot (~3 miles of walking per class!) to pursue ways to think critically about the spaces we inhabit, what remains to be explored, and the contours of our future.",Consent of instructor. ,UGRD,Geography
162717,GEOG,189,Visual Geography,"This is a practice-based course in which students will shoot and edit photographic works that document and interpret the landscape and people along San Pablo Avenue from Oakland to Hercules, CA. Through the process of making photographs, analyzing them, editing them into a body of work, and critiquing them along the way, this course will
engage with questions of how photography can help us understand the people we encounter and the spaces we move through everyday.",,UGRD,Geography
108643,GEOG,197,Field Study in Geography,Supervised experience in application of geography in off-campus organizations. Regular individual meetings with faculty sponsor and written reports required.,Consent of instructor. ,UGRD,Geography
108646,GEOG,20,Globalization,"How do processes of production, exchange and consumption work in our contemporary era of volatility and fragility? This course takes a historical and geographical approach to understand how areas of the world have been incorporated into contemporary global processes differently.",,UGRD,Geography
108665,GEOG,24,Freshman Seminar,"The Freshman Seminar Program has been designed to provide new students with the opportunity to explore an intellectual topic with a faculty member in a small seminar setting. Freshman seminars are offered in all campus departments, and topics vary from department to department and semester to semester. Enrollment limited to 15 freshmen.",,UGRD,Geography
108733,GEOG,40,Introduction to Earth System Science,"The goals of this introductory Earth System Science course are to achieve a scientific understanding of important problems in global environmental change and to learn how to analyze a complex system using scientific methods. Earth System Science is an interdisciplinary field that describes the cycling of energy and matter between the different spheres (atmosphere, hydrosphere, biosphere, cryosphere, and lithosphere) of the earth system. Under the overarching themes of human-induced climate change, stratospheric ozone depletion, and biodiversity loss, we will explore key concepts of solar radiation, plate tectonics, atmospheric and oceanic circulation, and the history of life on Earth.",,UGRD,Geography
108734,GEOG,50AC,California,"California had been called ""the great exception"" and ""America, only more so."" Yet few of us pay attention to its distinctive traits and to its effects beyond our borders. California may be ""a state of mind,"" but it is also the most dynamic place in the most powerful country in the world, and would be the 8th largest economy if it were a country. Its wealth has been built on mining, agriculture, industry, trade, and finance. Natural abundance and geographic advantage have played their parts, but the state's greatest resource has been its wealth and diversity of people, who have made it a center of technological and cultural innovation from Hollywood to Silicon Valley. Yet California has a dark side of exploitation and racialization.",,UGRD,Geography
108741,GEOG,80,"An Introduction to Geospatial Technologies: Mapping, Space and Power","This course offers an introduction to the increasingly diverse range of geospatial technologies and tools including but not limited to geographical information systems (GIS). Merging theoretical concepts with technical instruction, students will develop critical knowledge and skills in web-mapping, geographic information science and cartography, including how these tools take on and reinforce fundamental geographical concepts and shape our lives, our environments and, increasingly, our futures.",,UGRD,Geography
108742,GEOG,84,Sophomore Seminar,"Sophomore seminars are small interactive courses offered by faculty members in departments all across the campus. Sophomore seminars offer opportunity for close, regular intellectual contact between faculty members and students in the crucial second year. The topics vary from department to department and semester to semester. Enrollment limited to 15 sophomores. ",At discretion of instructor. ,UGRD,Geography
165461,NWMEDIA,C183,Cartographic Representation,"This course introduces the art, science and politics of making maps in a mediated world. Much of the course focuses on key theories, concepts, principles in map design, visualization and communication, while building deeper theoretical, critical and experimental skills needed for the challenges of the future. This includes theories of new media, the history of cartography, the impact of the internet on critical, Indigenous and counter- approaches to mapping, contemporary media and cartographic arts including the experimental, expressive and artistic, and the technicalities of visualizing quantitative data through (carto)graphic design.",,UGRD,New Media Grad Grp
123946,LDARCH,C188,Geographic Information Science,"This course introduces the student to the rapidly expanding field of Geographic Information Systems (GIS). It addresses both theory and application and provides the student with a dynamic analytical framework within which temporal and spatial data and information is gathered, integrated, interpreted, and manipulated. It emphasizes a conceptual appreciation of GIS and offers an opportunity to apply some of those concepts to contemporary geographical and planning issues. ",Some computer experience. ,UGRD,Landscape Arch & Env Plan
123763,GEOG,C32,Introduction to Global Studies,"This course is designed as an introduction to Global Studies. Using a social science approach, the course prepares students to think critically about issues of international development, conflict, and peace in a variety of societies around the world. As such, it provides students with a basic theoretical introduction to the impact of global interaction as well as an opportunity to explore such interaction in a variety of case studies. ",,UGRD,Geography
124378,MELC,C26,Introduction to Central Asia,"This course will introduce the student not only to ancient and modern Central Asia, but also to the role played by the region in the shaping of the history of neighboring regions and regimes. The course will outline the history, languages, ethnicities, religions, and archaeology of the region and will acquaint the student with the historical foundations of some of the political, social and economic challenges for contemporary post-Soviet Central Asian republics.",,UGRD,Middle Eastern Lang & Cultures
108748,GEOG,H195A,Honors Course,"Required for Honors in Geography. Students will write a thesis. One or two semesters, at the instructor's option; if two semesters, credit and grade to be awarded upon completion of the sequence.",Admission to Honors Program. ,UGRD,Geography
108749,GEOG,H195B,Honors Course,"Required for Honors in Geography. Students will write a thesis. One or two semesters, at the instructor's option; if two semesters, credit and grade to be awarded upon completion of the sequence.",Admission to Honors Program. ,UGRD,Geography
166754,GEOG,R1A,Writing Our Worlds,"This course allows students to practice a variety of formats of writing leading toward exposition and argumentation. Students will develop fluency with sentence, paragraph, and thesis-development skills. This course delves into stories and narratives that reflect and engage with differing worldviews. Students will engage in close readings of texts from specific cultures and regions, examining how writers navigate language, identity, and power. The course will use discussions, writing workshops, and collaborative projects, to refine critical thinking, research skills, and written expression.",,UGRD,Geography
166759,GEOG,R1B,Storytelling in Place,"As an R1B course, this class will include opportunities for students to express themselves and their ideas in writing, with an emphasis on writing, editing and rewriting. This course also aims to develop students' fluency in writing longer and more complex papers with specific attention to the development of research skills. Through reading and writing, this course will examine how places shape stories and how stories influence places. Drawing from the fields of geography, journalism, and creative writing, students will investigate the ways in which storytelling intersects with notions of place and identity. Through a combination of readings, films, and audio, students will also create their own place-based stories.",,UGRD,Geography
